"","ID","State","Country","Address","IRR","Capex_Payback","Capex_Asset","Capex_life","PPA.Savings...on.Rate","PPA","PPA..Lifetime.Benefit","Battery","Solar","CHP","Fuel_Cell","NPV_estimated_capex","NPV_estimated_PPA","X","X.1","X.2","synthetic_total","ntile"
"369","09936-TRENTON - PRINCETON","NJ","US","300 NASSAU PARK BLVD, PRINCETON, NJ, 8540",0.161,5.9,774900,2435801.74,"0.15",19939.32091,"460205.6406",40,145,35,35,470608.8468,235318.9044,NA,NA,NA,590,4
"370","09537-VALDOSTA","GA","US","1200C N ST AUGUSTINE RD, VALDOSTA, GA, 31601",0.144,6.6,869400,2436724.24,"0.15",20035.71217,"462034.6666",42.5,160,40,40,376580.5528,236254.148,NA,NA,NA,663.75,4
"371","01575-MIDLAND","MI","US","909 JOE MANN BLVD, MIDLAND, MI, 48642",0.167,5.7,747900,2446950.645,"0.15",19458.62291,"449819.6381",35,135,35,35,503309.6637,230008.1856,NA,NA,NA,572.5,4
"372","01010-LUBBOCK","TX","US","6705 SLIDE RD, LUBBOCK, TX, 79424",0.195,4.7,649350,2462831.699,"0.15",19485.46814,"449135.4858",32.5,117.5,30,30,609980.1905,229658.3551,NA,NA,NA,496.25,4
"373","08796-CANANDAIGUA","NY","US","320 EASTERN BLVD, CANANDAIGUA, NY, 14424",0.28,3,437400,2471099.795,"0.15",18734.94057,"433232.9147",22.5,80,20,20,826157.9514,221526.8259,NA,NA,NA,333.75,4
"374","09612-ASHEVILLE","NC","US","111-A RIVER HILLS RD, ASHEVILLE, NC, 28805",0.07,13.4,1560600,2486330.205,"0.15",24373.73738,"561726.115",77.5,300,70,70,-289254.2184,287229.7997,NA,NA,NA,1186.25,4
"375","01590-LANSING - DELTA TOWNSHIP","MI","US","416 N MARKETPLACE BLVD, LANSING, MI, 48917",0.158,6,807300,2503459.797,"0.15",20108.16428,"464722.3856",40,145,37.5,37.5,472804.7284,237628.4708,NA,NA,NA,617.5,4
"376","05044 - VACAVILLE (RELO FROM 9","CA","US","1611 E MONTE VISTA AVE, VACAVILLE, CA, 95687",0.199,4.6,649350,2506887.735,"0.15",20483.45189,"472455.1986",32.5,117.5,30,30,632507.5507,241582.5229,NA,NA,NA,496.25,4
"377","09446-LA - CHINO HILLS","CA","US","4020 GRAND AVE, CHINO, CA, 91710",0.199,4.5,649350,2509125.451,"0.15",19916.34118,"459036.1019",32.5,117.5,30,30,633651.7712,234720.8792,NA,NA,NA,496.25,4
"378","01614-SAC - CITRUS HEIGHTS","CA","US","6120 BIRDCAGE CENTRE LN, CITRUS HEIGHTS, CA, 95610",0.16,5.9,820800,2518517.067,"0.15",20466.80825,"471898.0052",42.5,150,37.5,37.5,467004.0264,241297.6108,NA,NA,NA,626.25,4
"379","05302-LEXINGTON - NICHOLASVILL","KY","US","150 W LOWRY LN STE 170, LEXINGTON, KY, 40503",0.149,6.4,861300,2519235.682,"0.15",21203.80443,"490060.9896",42.5,155,40,40,426871.4787,250584.9668,NA,NA,NA,658.75,4
"380","09851-SAC - NATOMAS","CA","US","3691 TRUXEL RD, SACRAMENTO, CA, 95834",0.171,5.5,774900,2546351.689,"0.15",20378.47358,"469775.4056",40,145,35,35,527136.8219,240212.2529,NA,NA,NA,590,4
"381","09611-MIA - WEST KENDALL","FL","US","12425 SW 88TH STREET, MIAMI, FL, 33186",0.074,13,1560600,2561711.037,"0.15",23988.67987,"552952.2076",77.5,300,70,70,-250709.4177,282743.4003,NA,NA,NA,1186.25,4
"382","03049-LA - SANTA ANA","CA","US","3309B S BRISTOL ST, SANTA ANA, CA, 92704",0.359,2.2,342900,2563883.829,"0.15",18589.88484,"427895.315",20,65,15,15,968101.6055,218797.5284,NA,NA,NA,260,4
"383","09509-MERCED","CA","US","655 FAIRFIELD DR, MERCED, CA, 95348",0.219,4.1,599400,2569223.248,"0.15",19744.91739,"455369.2185",30,110,27.5,27.5,714331.8333,232845.8761,NA,NA,NA,457.5,4
"384","05811-CLEV - MAYFIELD HEIGHTS","OH","US","1361 SOM CENTER RD, MAYFIELD HEIGHTS, OH, 44124",0.127,7.6,1031400,2571403.071,"0.15",21437.20578,"494341.5131",50,190,47.5,47.5,283446.4511,252773.745,NA,NA,NA,787.5,4
"385","01595-FENTON","MI","US","15110 SILVER PKWY, FENTON, MI, 48430",0.142,6.8,928800,2583519.976,"0.15",21166.96226,"489117.6562",47.5,170,42.5,42.5,392242.2399,250102.6081,NA,NA,NA,708.75,4
"386","02873-COLUMBUS - DUBLIN","OH","US","3612 W DUBLIN GRANVILLE RD, COLUMBUS, OH, 43235",0.065,14.1,1711800,2617486.391,"0.15",25974.56115,"599731.3947",80,330,77.5,77.5,-373389.5691,306663.2007,NA,NA,NA,1302.5,4
"387","01684-LYNCHBURG","VA","US","4026 G WARDS RD, LYNCHBURG, VA, 24502",0.067,14,1695600,2633042.448,"0.15",26200.51491,"604742.1813",80,320,77.5,77.5,-349235.2242,309225.3875,NA,NA,NA,1292.5,4
"388","01085 - KC-KANSAS CITY/ZONA RO","MO","US","8551 NW PRAIRIE VIEW RD, KANSAS CITY, MO, 64153",0.159,5.9,861300,2642168.07,"0.15",23011.10863,"531295.6761",42.5,155,40,40,489731.0188,271669.6741,NA,NA,NA,658.75,4
"389","08782-WICHITA FALLS","TX","US","3201 LAWRENCE RD STE 150, WICHITA FALLS, TX, 76308",0.033,20.4,2308500,2663032.315,"0.15",28783.25723,"662975.7259",112.5,455,102.5,102.5,-946800.378,339002.1931,NA,NA,NA,1751.25,4
"390","03716-TRENTON - HAMILTON","NJ","US","320 MARKETPLACE BLVD, TRENTON, NJ, 8691",0.159,6,861300,2668160.413,"0.15",22042.5854,"509159.7638",42.5,155,40,40,503021.794,260350.8241,NA,NA,NA,658.75,4
"391","09557- AUGUSTA - MARKETPLACE","ME","US","13 MARKETPLACE DR., AUGUSTA, ME, 4330",0.246,3.6,537300,2671420.795,"0.15",21396.90314,"494729.2006",27.5,95,25,25,828688.9388,252971.9829,NA,NA,NA,411.25,4
"392","01318 NORTH CONWAY","NH","US","120B NORTH-SOUTH, NORTH CONWAY, NH, 3860",0.211,4.4,616950,2681626.662,"0.15",19313.04297,"445995.9034",32.5,117.5,27.5,27.5,754257.5483,228052.9791,NA,NA,NA,468.75,4
"393","02866-SLC - OGDEN","UT","US","4125 RIVERDALE RD, RIVERDALE, UT, 84405",0.105,9.3,1269000,2682272.462,"0.15",23191.68525,"534774.3989",62.5,240,57.5,57.5,102537.7678,273448.4642,NA,NA,NA,966.25,4
"394","01104-OKC - N. MAY","OK","US","5012 N MAY AVE, OKLAHOMA CITY, OK, 73112",0.054,16,1946700,2684337.115,"0.15",26784.80569,"617308.1939",95,375,87.5,87.5,-574106.5046,315650.8201,NA,NA,NA,1480,4
"395","01589-GOSHEN","IN","US","3826 MIDWAY RD, GOSHEN, IN, 46526",0.115,8.5,1185300,2701251.46,"0.15",23616.42345,"544778.652",57.5,215,55,55,195942.3794,278563.9814,NA,NA,NA,906.25,4
"396","02009-PHX - SCOTTSDALE/PROMENA","AZ","US","16239 N SCOTTSDALE RD, SCOTTSDALE, AZ, 85254",0.162,5.8,869400,2706708.313,"0.15",23532.98689,"542069.9886",42.5,160,40,40,514632.6551,277178.9491,NA,NA,NA,663.75,4
"397","01246-CEDAR FALLS","IA","US","420 VIKING PLAZA DR, CEDAR FALLS, IA, 50613",0.057,15.5,1906200,2709546.188,"0.15",26713.05967,"615551.9966",95,370,85,85,-520716.2419,314752.8162,NA,NA,NA,1447.5,4
"398","04800-LA - VENTURA","CA","US","4850 TELEPHONE RD, VENTURA, CA, 93003",0.174,5.3,807300,2709583.373,"0.15",22075.37905,"509096.0946",40,145,37.5,37.5,578202.772,260318.2678,NA,NA,NA,617.5,4
"399","01536-PHX - SURPRISE","AZ","US","13716 W BELL RD, SURPRISE, AZ, 85374",0.164,5.7,861300,2717544.553,"0.15",23602.6281,"543952.5887",42.5,155,40,40,528273.5958,278141.587,NA,NA,NA,658.75,4
"400","03059-LA - MONROVIA","CA","US","729 E HUNTINGTON DR, MONROVIA, CA, 91016",0.198,4.6,711450,2732504.619,"0.15",21666.19098,"499151.5278",35,132.5,32.5,32.5,685773.1899,255233.2703,NA,NA,NA,542.5,4
"401","05062-DFW-SOUTHLAKE (RELO FROM","TX","US","1051 E SOUTHLAKE BLVD, SOUTHLAKE, TX, 76092",0.07,13.4,1730700,2736602.658,"0.15",26504.41666,"610898.7731",85,335,77.5,77.5,-331381.3425,312373.4637,NA,NA,NA,1315,4
"402","01065 - RICHMOND (OPEN 10/21/2","KY","US","2025 LANTERN RIDGE DR, RICHMOND, KY, 40475",0.088,11.3,1476900,2737307.405,"0.15",25294.2904,"584314.4998",72.5,275,67.5,67.5,-77220.98113,298780.0144,NA,NA,NA,1126.25,4
"403","09412-S JOS - TULLY","CA","US","2040 TULLY RD, SAN JOSE, CA, 95122",0.232,3.8,599400,2738361.707,"0.15",21671.64744,"499700.4314",30,110,27.5,27.5,800818.1197,255513.9435,NA,NA,NA,457.5,4
"404","06816-WINSTON-SALEM","NC","US","1050 HANES MALL BLVD, WINSTON-SALEM, NC, 27103",0.057,15.5,1946700,2761617.848,"0.15",27154.5433,"625780.9843",95,375,87.5,87.5,-534590.2192,319983.248,NA,NA,NA,1480,4
"405","01582-RICHMOND - CHESTERFIELD","VA","US","4700 COMMONWEALTH CENTRE PKWY, MIDLOTHIAN, VA, 23112",0.029,21.6,2470500,2762669.273,"0.15",30950.62643,"713925.6259",120,485,110,110,-1057852.59,365054.6219,NA,NA,NA,1875,4
"406","04808-TUCSON - BROADWAY","AZ","US","7150 E BROADWAY BLVD, TUCSON, AZ, 85710",0.155,6.1,928800,2766102.789,"0.15",24244.05748,"559160.0959",47.5,170,42.5,42.5,485603.0848,285917.7062,NA,NA,NA,708.75,4
"407","01367-TULSA - 41ST ST","OK","US","4927 E 41ST ST, TULSA, OK, 74135",0.085,11.6,1560600,2779114.877,"0.15",25583.82749,"589900.5311",77.5,300,70,70,-139543.3887,301636.3435,NA,NA,NA,1186.25,4
"408","04730-LA - REDLANDS","CA","US","27534 LUGONIA AVE, REDLANDS, CA, 92374",0.179,5.2,807300,2780745.624,"0.15",22566.3827,"520043.6005",40,145,37.5,37.5,614590.468,265916.1025,NA,NA,NA,617.5,4
"409","09166-EAU CLAIRE (OPEN 2/1/09)","WI","US","4154 COMMONWEALTH AVE, EAU CLAIRE, WI, 54701",0.081,12,1593000,2812832.669,"0.15",25936.86556,"600284.6937",77.5,300,72.5,72.5,-154702.3272,306946.1215,NA,NA,NA,1213.75,4
"410","09907-FT LAUD - PLANTATION","FL","US","12200 W SUNRISE BLVD, PLANTATION, FL, 33323",0.033,20.4,2448900,2824813.088,"0.15",37393.26522,"861833.5001",117.5,475,110,110,-1004476.329,440684.9833,NA,NA,NA,1861.25,4
"411","05724-GEORGETOWN TX","TX","US","1013 W UNIVERSITY AVE STE 600, GEORGETOWN, TX, 78628",0.113,8.6,1269000,2831241.102,"0.15",24925.44372,"574637.2157",62.5,240,57.5,57.5,178710.5351,293831.6876,NA,NA,NA,966.25,4
"412","02049-MIDLAND TX","TX","US","3001 W LOOP 250 N, MIDLAND, TX, 79705",0.031,21.2,2505600,2838916.02,"0.15",30001.95796,"691007.5563",125,500,110,110,-1053965.016,353335.828,NA,NA,NA,1897.5,4
"413","08806-FREDERICKSBURG","VA","US","299 SPOTSYLVANIA MALL, FREDERICKSBURG, VA, 22407",0.058,15.3,1971000,2839631.807,"0.15",28689.28678,"661815.6291",95,390,87.5,87.5,-518999.01,338408.9959,NA,NA,NA,1495,4
"414","08718-FAIRFIELD","CA","US","1310 GATEWAY BLVD, FAIRFIELD, CA, 94533",0.193,4.7,761400,2849650.153,"0.15",23403.82369,"539659.5809",37.5,140,35,35,695723.7131,275946.4251,NA,NA,NA,581.25,4
"415","HSTN-BELLAIRE","TX","US","3057 W HOLCOLMBE BLVD, HOUSTON, TX, 77027",0.115,8.4,1260900,2853590.963,"0.15",24752.35037,"570646.6794",62.5,235,57.5,57.5,198238.7844,291791.1898,NA,NA,NA,961.25,4
"416","07730-LA - MIRA LOMA","CA","US","6381 PATS RANCH RD, MIRA LOMA, CA, 91752",0.194,4.7,761400,2854355.441,"0.15",22755.38676,"524317.2266",37.5,140,35,35,698129.6882,268101.3539,NA,NA,NA,581.25,4
"417","09053 - MENIFEE (OPEN 3/7/10)","CA","US","30274 HAUN RD, MENIFEE, CA, 92584",0.191,4.8,774900,2859617.706,"0.15",22798.68007,"525012.5855",40,145,35,35,687320.4645,268456.9147,NA,NA,NA,590,4
"418","03864-TULSA - E 71ST ST","OK","US","11119 E 71ST ST S, TULSA, OK, 74133",0.072,13.2,1784700,2862296.657,"0.15",27143.07025,"626105.3251",87.5,345,80,80,-321109.6962,320149.0945,NA,NA,NA,1356.25,4
"419","02865-MCALLEN","TX","US","520 E EXPRESSWAY 83, MCALLEN, TX, 78503",0.049,16.9,2165400,2862887.048,"0.15",28614.83491,"659075.3929",110,430,95,95,-701507.8091,337007.8193,NA,NA,NA,1640,4
"420","03733-DES MOINES - ANKENY","IA","US","1725 SE DELAWARE AVE, ANKENY, IA, 50021",0.076,12.6,1711800,2864649.564,"0.15",26953.55797,"621211.0339",80,330,77.5,77.5,-247006.5741,317646.4758,NA,NA,NA,1302.5,4
"421","02773-REHOBOTH BEACH","DE","US","4217 HIGHWAY ONE, REHOBOTH, DE, 19971",0.23,4,599400,2866012.979,"0.15",22556.7271,"520332.5088",30,110,27.5,27.5,866090.5867,266063.8312,NA,NA,NA,457.5,4
"422","09539-LA - PASADENA","CA","US","1155 E COLORADO BLVD, PASADENA, CA, 91106",0.267,3.2,537300,2876365.409,"0.15",21756.23903,"501672.8984",27.5,95,25,25,933484.1384,256522.5334,NA,NA,NA,411.25,4
"423","09923-LEXINGTON - PAVILION WAY","KY","US","1953 SIR BARTON WAY, LEXINGTON, KY, 40509",0.139,7,1058400,2876771.419,"0.15",24445.13347,"564484.4676",55,200,47.5,47.5,412591.7456,288640.2398,NA,NA,NA,805,4
"424","09974-LA - TEMECULA","CA","US","27471 YNEZ RD, TEMECULA, CA, 92521",0.192,4.7,774900,2880395.546,"0.15",22935.4448,"528162.0311",40,145,35,35,697944.8855,270067.3341,NA,NA,NA,590,4
"425","02733-DFW - KELLER","TX","US","2005 S MAIN STREET, KELLER, TX, 76248",0.071,13.3,1809000,2889324.945,"0.15",27749.98065,"639379.5208",87.5,360,80,80,-331589.207,326936.6454,NA,NA,NA,1371.25,4
"426","05206-TUCSON - ORACLE","AZ","US","4070 N ORACLE RD, TUCSON, AZ, 85705",0.16,5.9,936900,2890173.51,"0.15",25057.55586,"577659.4063",47.5,175,42.5,42.5,540944.6937,295377.0371,NA,NA,NA,713.75,4
"427","09966-LA - LONG BEACH","CA","US","7340 CARSON BLVD, LONG BEACH, CA, 90808",0.183,5,820800,2890654.47,"0.15",23504.65848,"541378.669",42.5,150,37.5,37.5,657290.6247,276825.4537,NA,NA,NA,626.25,4
"428","02754-HARRISBURG - CAMP HILL","PA","US","3415 SIMPSON FERRY RD STE 1, CAMP HILL, PA, 17011",0.061,14.8,1971000,2919476.891,"0.15",28055.11176,"647247.1552",95,390,87.5,87.5,-478171.4844,330959.6363,NA,NA,NA,1495,4
"429","02717-CHI - MCHENRY","IL","US","2244 N RICHMOND RD, MCHENRY, IL, 60050",0.214,4.2,699300,2927515.471,"0.15",22371.73985,"516239.4514",35,125,32.5,32.5,797638.917,263970.9108,NA,NA,NA,535,4
"430","01693-KC - OVERLAND PARK","KS","US","9290 METCALF AVE, OVERLAND PARK, KS, 66212",0.127,7.6,1185300,2927634.014,"0.15",26885.76496,"620195.1292",57.5,215,55,55,311699.5319,317127.009,NA,NA,NA,906.25,4
"431","07729-JAX - BEACH BLVD","FL","US","13740 BEACH BLVD STE 200, JACKSONVILLE, FL, 32224",0.093,10.5,1530900,2939015.396,"0.15",31190.04079,"719209.4778",75,285,70,70,-28080.77728,367756.4363,NA,NA,NA,1167.5,4
"432","95911-IRVING CORPORATE OFFICE","TX","US","8000 BENT BRANCH DR, IRVING, TX, 75063",-0.024,31,4055400,2953905.699,"0.15",43743.76756,"1012695.847",145,590,215,215,-2544966.856,517826.0678,NA,NA,NA,3172.5,4
"433","01076 - CIN-NEWPORT","KY","US","158 PAVILLION PKWY, NEWPORT, KY, 41071",0.077,12.5,1744200,2960771.423,"0.15",29180.27095,"672366.0447",87.5,340,77.5,77.5,-230256.176,343803.7847,NA,NA,NA,1323.75,4
"434","01055-PHI - BALA CYNWYD (OPEN","PA","US","57 E CITY AVE, BALA CYNWYD, PA, 19004",0.081,12,1695600,2964097.93,"0.15",30270.7054,"698912.6783",80,320,77.5,77.5,-179955.2191,357377.9876,NA,NA,NA,1292.5,4
"435","09193-MOBILE (OPENED 9/16/11)(","AL","US","3250 AIRPORT BLVD, MOBILE, AL, 26603",0.081,12,1730700,2974959.744,"0.15",33132.13108,"763425.4294",85,335,77.5,77.5,-209501.2016,390365.5666,NA,NA,NA,1315,4
"436","05801-RENO","NV","US","4871 KIETZKE LN, RENO, NV, 89509",0.079,12.2,1744200,2979742.753,"0.15",27366.06075,"630138.4268",87.5,340,77.5,77.5,-220555.485,322211.3575,NA,NA,NA,1323.75,4
"437","01615-BINGHAMTON - VESTAL","NY","US","2317 VESTAL PWY E STE 10, VESTAL, NY, 13850",0.191,4.8,807300,2992406.061,"0.15",24493.72384,"565042.6055",40,145,37.5,37.5,722819.6977,288925.6348,NA,NA,NA,617.5,4
"438","03034-LA - ROWLAND HEIGHTS","CA","US","17584 COLIMA RD, ROWLAND HEIGHTS, CA, 91748",0.181,5.1,861300,2998823.891,"0.15",24279.4696,"559599.0775",42.5,155,40,40,672101.3543,286142.1725,NA,NA,NA,658.75,4
"439","07752-SPARKS","NV","US","165 LOS ALTOS PKWY, SPARKS, NV, 89436",0.077,12.4,1784700,3003337.259,"0.15",27781.57853,"639770.8171",87.5,345,80,80,-248990.8063,327136.7286,NA,NA,NA,1356.25,4
"440","04737-HANFORD","CA","US","204 N 12TH AVE, HANFORD, CA, 93230",0.207,4.4,747900,3009654.822,"0.15",23744.31704,"547783.9149",35,135,35,35,791039.5802,280100.6753,NA,NA,NA,572.5,5
"441","05067 KNOX-TURKEY CREEK TN","TN","US","11348 PARKSIDE DR, KNOXVILLE, TN, 37934",0.079,12.2,1784700,3016854.77,"0.15",30821.58463,"710255.2146",87.5,345,80,80,-242078.8398,363177.8149,NA,NA,NA,1356.25,5
"442","04706-LA - BUENA PARK","CA","US","8341 LA PALMA AVE, BUENA PARK, CA, 90620",0.182,5.1,861300,3020507.125,"0.15",24421.59202,"562881.4739",42.5,155,40,40,683188.7343,287820.5742,NA,NA,NA,658.75,5
"443","05059-BEAUMONT (RELO FROM 0996","TX","US","4450 N DOWLEN RD, BEAUMONT, TX, 77706",0.065,14.2,2003400,3037943.07,"0.15",29054.93884,"669153.9198",102.5,400,87.5,87.5,-449995.6701,342161.3153,NA,NA,NA,1516.25,5
"444","02870-VEGAS - HENDERSON","NV","US","537 N STEPHANIE ST, HENDERSON, NV, 89014",0.083,11.8,1730700,3042805.347,"0.15",28417.7788,"653898.4397",85,335,77.5,77.5,-174809.421,334360.6658,NA,NA,NA,1315,5
"445","09530-TUCSON - INA","AZ","US","3749 W INA RD, TUCSON, AZ, 85741",0.141,6.8,1120500,3050760.923,"0.15",27176.94899,"626295.0425",57.5,215,50,50,439458.5373,320246.1035,NA,NA,NA,851.25,5
"446","04735-LA - FOOTHILL RANCH","CA","US","26752 PORTOLA PKWY, FOOTHILL RANCH, CA, 92610",0.182,5.1,869400,3055367.109,"0.15",24653.27147,"567924.4082",42.5,160,40,40,692913.8379,290399.1993,NA,NA,NA,663.75,5
"447","03747-MSP - SHAKOPEE","MN","US","8051 OLD CARRIAGE CT, SHAKOPEE, MN, 55379",0.099,9.8,1530900,3079158.279,"0.15",27997.89357,"648083.6901",75,285,70,70,43579.07777,331387.3853,NA,NA,NA,1167.5,5
"448","08788-SLC - WEST JORDAN","UT","US","7668 S CAMPUS VIEW DR, WEST JORDAN, UT, 84084",0.206,4.4,761400,3087841.026,"0.15",23495.38741,"542037.5254",37.5,140,35,35,817518.8639,277162.3496,NA,NA,NA,581.25,5
"449","02058-LA - ANAHEIM HILLS","CA","US","23021 SAVI RANCH PKWY, YORBA LINDA, CA, 92887",0.205,4.4,774900,3088173.941,"0.15",24303.09208,"559656.4873",40,145,35,35,804189.0947,286171.5282,NA,NA,NA,590,5
"450","09819-SLC - LAYTON","UT","US","1804 N WOODLAND PARK DR, LAYTON, UT, 84041",0.24,3.7,649350,3114503.842,"0.15",23150.5923,"534233.5368",32.5,117.5,30,30,943202.4748,273171.9029,NA,NA,NA,496.25,5
"451","02869-LA - UPLAND","CA","US","357 S MOUNTAIN AVE, UPLAND, CA, 91786",0.209,4.3,774900,3142196.324,"0.15",24658.68037,"567845.046",40,145,35,35,831812.5891,290358.6186,NA,NA,NA,590,5
"452","04813-BRADENTON","FL","US","831 CORTEZ RD W, BRADENTON, FL, 34207",0.044,17.8,2470500,3142396.903,"0.15",39446.38392,"908712.6879",120,485,110,110,-863684.8477,464655.9174,NA,NA,NA,1875,5
"453","09700-MSP - MINNETONKA","MN","US","11522 WAYZATA BLVD, MINNETONKA, MN, 55305",0.1,9.7,1544400,3144251.316,"0.15",28418.56909,"657667.9639",77.5,290,70,70,63363.37709,336288.1526,NA,NA,NA,1176.25,5
"454","09192 - RACINE WI (OPEN 7/10/","WI","US","2630 S GREEN BAY RD, MOUNT PLEASANT, WI, 53406",0.1,9.7,1530900,3151249.123,"0.15",29226.63221,"674818.4462",75,285,70,70,80441.59555,345057.7816,NA,NA,NA,1167.5,5
"455","07784-BAY - MOUNTAIN VIEW","CA","US","2415 CHARLESTON RD, MOUNTAIN VIEW, CA, 94043",0.23,3.8,699300,3152951.645,"0.15",26279.2091,"606148.2532",35,125,32.5,32.5,912912.153,309944.3602,NA,NA,NA,535,5
"456","04708-BREWSTER","NY","US","100-B INDEPENDENT WAY, BREWSTER, NY, 10509",0.198,4.6,820800,3154565.902,"0.15",25502.9208,"589035.6574",42.5,150,37.5,37.5,792237.5779,301194.1039,NA,NA,NA,626.25,5
"457","02057-SANTA FE","NM","US","3549 ZAFARANO DR, SANTA FE, NM, 87505",0.175,5.3,936900,3169462.283,"0.15",25121.60073,"579135.852",47.5,175,42.5,42.5,683754.6076,296131.9944,NA,NA,NA,713.75,5
"458","04713-ORL - ORANGE BLOSSOM TRL","FL","US","1766 SAND LAKE RD, ORLANDO, FL, 32809",0.084,11.6,1784700,3194706.895,"0.15",34538.35611,"796352.7998",87.5,345,80,80,-151136.9574,407202.4587,NA,NA,NA,1356.25,5
"459","09820-DC - FREDERICK","MD","US","5541 URBANA PIKE, FREDERICK, MD, 21704",0.243,3.6,653400,3199235.773,"0.15",24335.79084,"562282.2981",32.5,120,30,30,982478.8129,287514.1951,NA,NA,NA,498.75,5
"460","09961-CHI - GURNEE","IL","US","6635 GRAND AVE, GURNEE, IL, 60031",0.191,4.8,869400,3211261.145,"0.15",26405.96466,"608936.2322",42.5,160,40,40,772627.7972,311369.9494,NA,NA,NA,663.75,5
"461","08836-ORL - ORLANDO/PHILLIPS","FL","US","8081 TURKEY LAKE RD, ORLANDO, FL, 32819",0.103,9.4,1544400,3215655.303,"0.15",31340.7534,"722887.0745",77.5,290,70,70,99874.68077,369636.9174,NA,NA,NA,1176.25,5
"462","GREENVILLE NC","NC","US","3160 EVANS ST A 103, GREENVILLE, NC, 27834",0.092,10.7,1695600,3226967.884,"0.15",29080.73497,"670863.8483",80,320,77.5,77.5,-45540.80928,343035.6602,NA,NA,NA,1292.5,5
"463","CHI MORTON GROVE IL","IL","US","7220 DEMPSTER ST, MORTON GROVE, IL, 60052",0.214,4.2,774900,3231110.79,"0.15",24615.18991,"567442.4426",40,145,35,35,877277.6004,290152.7537,NA,NA,NA,590,5
"464","HSTN - SUGARLAND","TX","US","13525 UNIVERSITY BLVD, SUGARLAND, TX, 77479",0.064,14.4,2165400,3249667.057,"0.15",31232.9448,"719377.3941",110,430,95,95,-503733.9447,367842.2976,NA,NA,NA,1640,5
"465","05019-CHI - KILDEER (OPEN 9/16","IL","US","20505 N RAND RD, KILDEER, IL, 60047",0.216,4.1,774900,3261181.611,"0.15",24813.16731,"572006.3228",40,145,35,35,892653.841,292486.422,NA,NA,NA,590,5
"466","09822-LA - THOUSAND OAKS","CA","US","5780 LINDERO CANYON RD, WESTLAKE VILLAGE, CA, 91362",0.166,5.6,1023300,3269202.409,"0.15",26911.48349,"620219.7468",50,185,47.5,47.5,648355.1499,317139.5968,NA,NA,NA,782.5,5
"467","02744-MSP - MAPLEWOOD","MN","US","2980 WHITE BEAR AVE N, MAPLEWOOD, MN, 55109",0.132,7.3,1269000,3273114.176,"0.15",27389.97034,"633902.6303",62.5,240,57.5,57.5,404655.3701,324136.1237,NA,NA,NA,966.25,5
"468","05739-HARTSDALE","NY","US","333 CENTRAL PARK AVE, HARTSDALE, NY, 10530",0.359,2.2,437400,3292920.997,"0.15",23688.98157,"547405.6615",22.5,80,20,20,1246383.276,279907.2614,NA,NA,NA,333.75,5
"469","08627-TAMPA - LARGO","FL","US","10500 ULMERTON RD STE 250, LARGO, FL, 33771",0.094,10.4,1703700,3301438.48,"0.15",34801.93817,"802494.6431",80,325,77.5,77.5,-15561.44285,410342.9935,NA,NA,NA,1297.5,5
"470","05051-BAY-SAN MATEO (RELO FROM","CA","US","2925 S EL CAMINO REAL, SAN MATEO, CA, 94403",0.185,5,928800,3318946.952,"0.15",27503.2139,"634053.8875",47.5,170,42.5,42.5,768291.2384,324213.4667,NA,NA,NA,708.75,5
"471","06707-LA - INGLEWOOD","CA","US","3340 W CENTURY BLVD, INGLEWOOD, CA, 90303",0.209,4.3,820800,3336622.646,"0.15",26230.21484,"604172.9386",42.5,150,37.5,37.5,885329.4259,308934.3142,NA,NA,NA,626.25,5
"472","09810-SEA - EVERETT","WA","US","1325B SE EVERETT MALL WAY, EVERETT, WA, 98208",0.061,14.9,2286900,3340045.644,"0.15",33449.97851,"773823.6602",110,445,102.5,102.5,-579020.2781,395682.5381,NA,NA,NA,1737.5,5
"473","05049 DEN-WESTMINSTER (OPEN 2/","CO","US","10450 TOWN CENTER DR STE 400, WESTMINSTER, CO, 80021",0.099,9.7,1655100,3342635.486,"0.15",29914.75547,"689605.432",80,315,75,75,54103.99687,352618.8738,NA,NA,NA,1260,5
"474","02109-BAY - PLEASANT HILL","CA","US","60 GREGORY LN, PLEASANT HILL, CA, 94523",0.228,3.9,747900,3354984.597,"0.15",26711.43597,"616288.0461",35,135,35,35,967618.5204,315129.1836,NA,NA,NA,572.5,5
"475","05706-BAY - BRENTWOOD","CA","US","5501 LONE TREE WAY, BRENTWOOD, CA, 94513",0.223,4,774900,3380215.121,"0.15",26901.07886,"619952.4254",40,145,35,35,953519.7511,317002.9062,NA,NA,NA,590,5
"476","05026 - LI LAKE GROVE (RELO FR","NY","US","2130 NESCONSET HWY, STONY BROOK, NY, 11790",0.202,4.5,861300,3386645.738,"0.15",26510.6855,"612611.6318",42.5,155,40,40,870407.9463,313249.307,NA,NA,NA,658.75,5
"477","09102-INDY - WASHINGTON","IN","US","9835 E WASHINGTON ST, INDIANAPOLIS, IN, 46229",0.108,9,1560600,3388980.785,"0.15",29255.79997,"675172.2827",77.5,300,70,70,172301.9357,345238.7103,NA,NA,NA,1186.25,5
